message,prediction
Alert 50%: of daily highspeed data is consumed. Get 12GB data topup at just Rs118 | valid till your current pack i.airtel.in/UnlimitedData-1,ham
Dear UPI user A/C X5368 debited by 250.5 on date 28Jul23 trf to Dmart India Refno 320966708628. If not u? call 1800111109. -SBI,ham
Dear UPI user A/C X5368 debited by 20.0 on date 27Jul23 trf to New Patel Dairy Refno 320892154047. If not u? call 1800111109. -SBI,ham
Dear UPI user A/C X5368 debited by 70.0 on date 27Jul23 trf to DIPAK MANUBHAI R Refno 320808479946. If not u? call 1800111109. -SBI,ham
Dear UPI user A/C X5368 debited by 90.0 on date 27Jul23 trf to Keshavlal Amraji Refno 320847977660. If not u? call 1800111109. -SBI,ham
Alert 50%: of daily highspeed data is consumed. Get 12GB data topup at just Rs118 | valid till your current pack i.airtel.in/UnlimitedData-1,ham
"Hi, Join us at TCS for an exclusive webinar session on How to FastTrack your Career today at 5PM. Link: https://bit.ly/3Qf85Sm Password: Demo@123.",ham
Data quota left 500 MB: You are left with 500MB of highspeed data on your Airtel number.,ham
Data quota left 500 MB: You are left with 500MB of highspeed data on your Airtel number.,ham
"Recharge of INR 19.00 is successful for your Airtel Mobile on 26-07-2023 18:31, Transaction ID 1188585603.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref",ham
"Hi, we have processed Rs. 19.0 for your Airtel Mobile 8866854549. The payment will be updated within 1 hrs. Please keep your order ID 7089952826954129408 for future reference. Track your payment status via  https://i.airtel.in/Recharge-Bills",ham
Alert 50%: of daily highspeed data is consumed. Get 12GB data topup at just Rs118 | valid till your current pack i.airtel.in/UnlimitedData-1,ham
Alert 90%: of daily highspeed data is consumed. Get 12GB data topup at just Rs118 | valid till your current pack i.airtel.in/UnlimitedData-1,ham
Alert 50%: of daily highspeed data is consumed. Get 12GB data topup at just Rs118 | valid till your current pack i.airtel.in/UnlimitedData-1,ham
"Dear SBI UPI User, ur A/cX5368 credited by Rs450 on 25Jul23 by  (Ref no 320664422365)",ham
Dear UPI user A/C X5368 debited by 450.0 on date 25Jul23 trf to SUMIT NILESHKUMA Refno 320624237078. If not u? call 1800111109. -SBI,ham
"Dear SBI UPI User, ur A/cX5368 credited by Rs600 on 25Jul23 by  (Ref no 320663355454)",ham
Dear UPI user A/C X5368 debited by 600.0 on date 25Jul23 trf to SUMIT NILESHKUMA Refno 320622928896. If not u? call 1800111109. -SBI,ham
"Dear SBI UPI User, ur A/cX5368 credited by Rs600 on 25Jul23 by  (Ref no 320662710097)",ham
Dear UPI user A/C X5368 debited by 600.0 on date 24Jul23 trf to SUMIT NILESHKUMA Refno 320594883631. If not u? call 1800111109. -SBI,ham
"Pack Valid till 23 Jul 2023. Remaining SMS:222 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:223 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. CallCost:Rs0.00 Duration:00:00:12 Bal:Rs0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:224 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:225 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Alert: Dear Customer, you have successfully set your MPIN for YONO SBI mobile banking app. If not done by you please call us on 1800111109.",ham
"Dear Customer, YONO SBI app successfully enabled for mobile banking. If not done by you please call us on 1800111109. Never share your ID or Password to anyone and never click on any link shared with you.",ham
"Dear Customer, OTP for registering YONO SBI mobile banking app is 516718. Do not share it with anyone by any means and to be used by you only.",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:241 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Dear Customer, OTP for registering YONO SBI mobile banking app is 155637. Do not share it with anyone by any means and to be used by you only.",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:242 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
432290 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,ham
"Ur registration for SBI Pay has started. If it's not u, plz report to ur bank immediately. DON'T SHARE ur card details/OTP/CVV to avoid any financial loss.",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:243 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
831404 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,ham
390480 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,ham
132066 is your OTP for setting MPIN to ur a/c. Valid for 10 mins. DON'T SHARE with anyone. - SBI,ham
"Ur registration for SBI Pay has started. If it's not u, plz report to ur bank immediately. DON'T SHARE ur card details/OTP/CVV to avoid any financial loss.",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:244 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:245 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Recharge of INR 65.00 is successful for your Airtel Mobile on 16-07-2023 11:38, Transaction ID 1281181248.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref",ham
"Hi, we have processed Rs. 65.0 for your Airtel Mobile 8866854549. The payment will be updated within 1 hrs. Please keep your order ID 7086224986224001024 for future reference. Track your payment status via  https://i.airtel.in/Recharge-Bills",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:249 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
Dear UPI user A/C X5368 debited by 2500.0 on date 16Jul23 trf to PATIL PRATIK RAV Refno 356305805195. If not u? call 1800111109. -SBI,ham
"Pack Valid till 23 Jul 2023. Remaining SMS:250 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:251 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:252 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:253 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:254 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:255 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:256 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:257 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:258 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
<#> 209953 is the OTP for Rapido app verification. Vku3h7qjnN2 - Rapido,ham
"Dear SBI User, your A/c X5368-debited by Rs844.0 on 12Jul23 transfer to SUMIT Ref No 319380735521. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",ham
<#> DO NOT SHARE: 5721 is the ACCOUNT PASSWORD for your OlaCabs account. Keep this OTP to yourself for account safety.7qhFc0tKW6j,ham
<#> 079371 is the OTP for Rapido app verification. Vku3h7qjnN2 - Rapido,ham
<#> DO NOT SHARE: 3144 is the ACCOUNT PASSWORD for your OlaCabs account. Keep this OTP to yourself for account safety.7qhFc0tKW6j,ham
<#> DO NOT SHARE: 3492 is the ACCOUNT PASSWORD for your OlaCabs account. Keep this OTP to yourself for account safety.7qhFc0tKW6j,ham
<#> DO NOT SHARE: 6155 is the ACCOUNT PASSWORD for your OlaCabs account. Keep this OTP to yourself for account safety.7qhFc0tKW6j,ham
<#> DO NOT SHARE: 8324 is the ACCOUNT PASSWORD for your OlaCabs account. Keep this OTP to yourself for account safety.7qhFc0tKW6j,ham
Abhi,ham
"Pack Valid till 23 Jul 2023. Remaining SMS:312 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
Isi time,ham
Utha,ham
Toy,ham
"Pack Valid till 23 Jul 2023. Remaining SMS:314 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:316 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:318 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Pack Valid till 23 Jul 2023. Remaining SMS:319 Bal:Rs.0.00.
Now Recharge with Rs455=6GB and UL calls, 84 Days",ham
"Hi, Join us at TCS for an exclusive webinar session on How to FastTrack your Career today at 5PM. Link: https://bit.ly/3Qf85Sm Password: Demo@123.",ham
Rs.90.00 sent to q141127290@ybl from PPBL a/c 91XX1369.UPI Ref:320844164167;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Call upad ne,ham
npx react-native@X.XX.X init AwesomeProject --version X.XX.X,ham
Netive nu version kayu rakhu bro ,ham
Rs.30.00 sent to paytmqr2810050501016b8y3heo8dm from PPBL a/c 91XX1369.UPI Ref:320687922147;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
<#> 8584 is your One-Time-Password (OTP) to login at your AJIO account. It is valid for 10 mins. iIRPCDc2lIh,ham
I'll call you back.,ham
Rs.129.00 sent to krinalkhamar187@oksbi from PPBL a/c 91XX1369.UPI Ref:320320287407;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.259.02 sent to mcdonalds.41462555@hdfcbank from PPBL a/c 91XX1369.UPI Ref:320319886535;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.58.99 sent to mcdonalds.41462555@hdfcbank from PPBL a/c 91XX1369.UPI Ref:320319450331;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.99.01 sent to mcdonalds.41462555@hdfcbank from PPBL a/c 91XX1369.UPI Ref:320319295858;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.129.00 sent to mcdonalds.41462555@hdfcbank from PPBL a/c 91XX1369.UPI Ref:320319201441;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.129.00 sent to mcdonalds.41462555@hdfcbank from PPBL a/c 91XX1369.UPI Ref:320319163991;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.2500.00 received from NEELKUMAR JITE in PPBL a/c 91XX1369. UPI Ref: 320327008486 Balance:https://m.paytm.me/pbCheckBal Query? http://m.p-y.tm/care.,ham
"Hi, Join us at TCS for an exclusive webinar session on Smart Campus today at 5 PM. Link: https://bit.ly/3Q1Wwxz Password: Demo@123.",ham
Your order with Blue Dart AWB# 81306013670 was delivered to NEEL PATEL . Please Rate our Service on https://t4w9.page.link/83RY8,ham
Your Blue Dart Secure Delivery Code is 974331 and its valid for next 30 minutes. Enter this Delivery Code on the device to receive the package.,ham
"Dear SBI Customer, Rs.20000 withdrawn at SBI ATM S1BC000402004 from A/cX4998 on 21Jul23 Transaction Number 4657. Available Balance Rs.19711.64. If not withdrawn by you, forward this SMS to 9223008333 / call 1800111109 or 09449112211 to block your card. Call 18001234 if cash not received.",ham
"Dear SBI Customer, 4771 is OTP for your ATM Cash Withdrawal from ATMID S1BC000402004 for Rs.20000 from A/c x4998. If not initiated, send BLOCK <last 4 digit of card> to 567676 or call 1800111109 or 09449112211 to block your card",ham
"Dear Customer, Your a/c no. XXXXXXXX4998 is credited by Rs.40000.00 on 21-07-23 by a/c linked to mobile 8XXXXXX369-PATEL NEEL JITENDRA (IMPS Ref no 320208852511).If not done by you, call 1800111109. -SBI",ham
Sent Rs.40000.00 from your a/c 91XX1369 to STATE BANK a/c XX4998 on 21-07-2023. IMPS Ref no: 320208852511. Queries? Visit http://m.p-y.tm/care :PPBL.,ham
You have paid Rs.27.00 via a/c 91XX1369 to TEJASKUMAR JATINBHAI VYAS on 21-07-2023. Ref:3447687768. Queries? Click http://m.paytm.me/care :PPBL,ham
Rs.10.00 sent to paytmqr28100505010169hegqf709v from PPBL a/c 91XX1369.UPI Ref:320159727852;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
100 free ,ham
https://numverify.com/,ham
Rs.10000.00 received from PATEL AASTHABE in PPBL a/c 91XX1369. UPI Ref: 320063521617 Balance:https://m.paytm.me/pbCheckBal Query? http://m.p-y.tm/care.,ham
Rs.4000.00 sent to State Bank Of I XXXXXX4998 from your a/c. UPI Ref: 356639899255. Queries? Visit http://m.p-y.tm/care :PPBL.,ham
Rs.4000.00 received from PATEL VISHWASK in PPBL a/c 91XX1369. UPI Ref: 320033927660 Balance:https://m.paytm.me/pbCheckBal Query? http://m.p-y.tm/care.,ham
Rs.866.00 sent to State Bank Of I XXXXXX4998 from your a/c. UPI Ref: 356636014140. Queries? Visit http://m.p-y.tm/care :PPBL.,ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs1246 on 19Jul23 by  (Ref no 320056378202)",ham
Rs.1246.00 received from PATEL JITENDRA in PPBL a/c 91XX1369. UPI Ref: 320056378202 Balance:https://m.paytm.me/pbCheckBal Query? http://m.p-y.tm/care.,ham
Rs.20.00 sent to amzn0004984095@apl from PPBL a/c 91XX1369.UPI Ref:320042537164;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Dear UPI user A/C X4998 debited by 4000.0 on date 19Jul23 trf to PATEL VISHWASKUM Refno 320003907074. If not u? call 1800111109. -SBI,ham
Rs.549.00 sent to paytm-66393434@paytm from PPBL a/c 91XX1369.UPI Ref:356615545318;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Mobitech Creations Private... has requested money on Paytm. On approving, Rs.549 will be debited from your account. http://m.p-y.tm/UPIpas :PPBL",ham
[OnePlus]612131 is the verification code for signing in to your account (832****1369). The code expires in 5 minutes. Don't share it with anyone.,ham
[OnePlus]178934 is your verification code. It expires in 5 minutes. Don't share it with anyone.,ham
Dear UPI user A/C X4998 debited by 866.0 on date 19Jul23 trf to Shreeji Stationa Refno 320093542908. If not u? call 1800111109. -SBI,ham
Rs.380.00 sent to paytmqr281005050101eli6ry7w3f1 from PPBL a/c 91XX1369.UPI Ref:320033512000;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.35.00 sent to paytmqr28100505010116c2e7i1ubx from PPBL a/c 91XX1369.UPI Ref:320032483754;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Dear Customer, we are glad to confirm your AMD (T1) - BLR (T1) flight booking against Booking ID 23071711093077903406. To check and manage your booking with convenience, click https://adanione.onelink.me/eNhI/h4ulbbxn - Team Adani One",ham
"Hello Mr Patel, we're happy to confirm your booking. PNR - IUF5GA, 07 Aug 23, from AMD(T1) to BLR(T1), 6E 823 at 09:10 hrs. For any queries about your travel and destination, ask Dottie https://i9f.in/3iDkCh Ready. Set. IndiGo.",ham
"Dear Customer, we have initiated the payment of INR 31,705 for your booking against the Booking ID 23071711093077903406. Please use this ID for any future reference - Team Adani One",ham
Rs.2500.00 sent to State Bank Of I XXXXXX4998 from your a/c. UPI Ref: 356400164120. Queries? Visit http://m.p-y.tm/care :PPBL.,ham
"Your A/C XXXXX624998 Debited INR 283.20 on 17/07/23 -Transferred to SBI LIFE INSURANCE C. Avl Balance INR 8,807.64-SBI",ham
216191 is the verification code to log in to your Flipkart account. Please DO NOT SHARE this code with anyone including delivery agents. @www.flipkart.com #216191,ham
669783 is the verification code to log in to your Flipkart account. Please DO NOT SHARE this code with anyone including delivery agents. @www.flipkart.com #669783,ham
544253 is the verification code to log in to your Flipkart account. Please DO NOT SHARE this code with anyone including delivery agents. @www.flipkart.com #544253,ham
716135 is the verification code to log in to your Flipkart account. Please DO NOT SHARE this code with anyone including delivery agents. @www.flipkart.com #716135,ham
You have paid Rs.136.00 via a/c 91XX1369 to Paytm Add Money on 16-07-2023. Ref:3435351093. Queries? Click http://m.paytm.me/care :PPBL,ham
Your Vercel verification code is: 9578,ham
862249 is the verification code to log in to your Flipkart account. Please DO NOT SHARE this code with anyone including delivery agents. @www.flipkart.com #862249,ham
732247 is the verification code to log in to your Flipkart account. Please DO NOT SHARE this code with anyone including delivery agents. @www.flipkart.com #732247,ham
Rs.2500.00 received from GAURANGKUMAR K in PPBL a/c 91XX1369. UPI Ref: 356292093947 Balance:https://m.paytm.me/pbCheckBal Query? http://m.p-y.tm/care.,ham
"Your OTP is 6277, Please do not share it with anybody. - BM Store Course",ham
"Hi, Join us at TCS for an exclusive webinar session on Sustainability in Retail today at 5PM. Link: https://bit.ly.com/3rtQxaH Password: Demo@123.",ham
Su kre 6,ham
Rs.15.00 sent to paytmqr28100505010169hegqf709v from PPBL a/c 91XX1369.UPI Ref:319598544613;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.45.00 sent to 8200834401@okbizaxis from PPBL a/c 91XX1369.UPI Ref:319598370693;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.100.00 sent to 9692343128@ibl from PPBL a/c 91XX1369.UPI Ref:319494775376;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Dear Customer, Your SBI Life Sampoorn Suraksha (YONO Insta-Life Secure) policy is due for renewal on 17-07-2023 for premium amount of Rs 283.2. kindly maintain sufficient balance in your SBI account xxxxxx4998. For any assistance or query kindly write us on yono.sampoornsuraksha@sbilife.co.in",ham
I'll call you back.,ham
Call recieve kar kam chhe,ham
Hii,ham
I'll call you later.,ham
Rs.3000.00 sent to State Bank Of I XXXXXX4998 from your a/c. UPI Ref: 355520024593. Queries? Visit http://m.p-y.tm/care :PPBL.,ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs3000 on 08Jul23 by  (Ref no 318943516265)",ham
Rs.3000.00 received from PATEL JITENDRA in PPBL a/c 91XX1369. UPI Ref: 318943516265 Balance:https://m.paytm.me/pbCheckBal Query? http://m.p-y.tm/care.,ham
Rs.107.00 sent to Q95412650@ybl from PPBL a/c 91XX1369.UPI Ref:355525053406;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs400 on 08Jul23 by  (Ref no 318938171379)",ham
Rs.2163.00 sent to BHARATPE.9050826219@fbpe from PPBL a/c 91XX1369.UPI Ref:318928879986;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
I'll call you back.,ham
"Balance for Jio Number 8320921369: 1) Rs 749-90D-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 08 Jul 2023, 12:28 AM.
SMS: 100 out of 100/day
Plan expiry: 07 Sep 2023, 06:53 PM
2) UL_Data_5GDataPack Plan: 
Data: 0 MB out of 0 MB
Plan expiry: 07 Sep 2023, 06:53 PM
3) MRP 222 Cricket PACK Plan: 
Data: 21.15 GB out of 50.00 GB
Plan expiry: 07 Sep 2023, 06:53 PM
4) Top-Up Balance: Rs.2.47
You have 2 upcoming plans. 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio",ham
"Hi, Join us at TCS for an exclusive webinar session on Metaverse today at 4.30 PM. Link: https://bit.ly/3D2oJNa Password: Demo@123.",ham
"Dear Customer, +916355741383 is now available to take calls.",ham
"Hi, Join us at TCS for an exclusive webinar session on Business Etiquette today at 5 PM. Link: https://bit.ly/3DhQOAl  Password: Demo@123.",ham
"Hi, Join us at TCS for an exclusive webinar session on How to prepare for TCS NQT today at 4.45 PM. Link: https://bit.ly/3NAec0C Password: Demo@123.",ham
"TC MFTB 484607
login otp",ham
"Dear SBI User, your A/c X4998-debited by Rs210.0 on 05Jul23 transfer to Radhe Rediyam Art Ref No 355208242576. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",ham
Rs.77.00 sent to Q988673142@ybl from PPBL a/c 91XX1369.UPI Ref:318536052099;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Paid Rs. 107 to GAJANAN PETROLEUM with Paytm Ref: 46822215922. For more details, visit http://m.p-y.tm/care",ham
Your login for Paytm App has started. Do not share SMS with OTP/Code to anyone for security reasons. Not You? Report https://paytm.me/8U-52Ff,ham
Rs.40.00 sent to q632827713@ybl from PPBL a/c 91XX1369.UPI Ref:318263657250;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Shri Swaminarayan Mandir VadtalDham
Welcome to Salangpur. Your room has been booked. Enjoy your stay. Jay swaminarayan.",ham
Rs.80.00 sent to 7742425440@axl from PPBL a/c 91XX1369.UPI Ref:318249857243;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Paytm login detected from a new device at 12:27 PM, 01 Jul. Not you? To logout from all devices, click: https://paytm.me/3k33-hc or report fraud @1800120130",ham
<#>  Paytm never calls you asking for OTP. Sharing it with anyone gives them full access to your Paytm Wallet. Your Login OTP is 366051.  ID: asasK/GTt2i,ham
Done,ham
"Hi, Join us at TCS for an exclusive webinar session on The field of Data Science today at 5PM. Link: https://bit.ly/3CMA8R9  Password: Demo@123.",ham
Your FD number 396009408259 will be renewed tomorrow and rebooked for an amount of Rs.3270.0 : PPBL,ham
You have paid Rs.150.00 via a/c 91XX1369 to Paytm Add Money on 30-06-2023. Ref:3385418722. Queries? Click http://m.paytm.me/care :PPBL,ham
Your FD number 396009408259 will be renewed tomorrow and rebooked for an amount of Rs.3270.0 : PPBL,ham
"Rs2500.0 debited@SBI UPI frm A/cX4998 on 29Jun23 RefNo 318059389166. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",ham
"Dear Customer, OTP to change SBI Internet Banking Login Password is 501484. Do not share with anyone. -SBI",ham
"Dear Customer, OTP to login to SBI Internet banking(Personal) is 980276. Do not share with anyone. -SBI",ham
"Dear Customer, OTP to login to SBI Internet banking(Personal) is 859285. Do not share with anyone. -SBI",ham
Rs.28.00 sent to State Bank Of India XXXXXX4998 from your a/c. UPI Ref: 318022460275. Queries? Visit http://m.p-y.tm/care :PPBL,ham
Rs.500.00 sent to State Bank Of India XXXXXX4998 from your a/c. UPI Ref: 318022201754. Queries? Visit http://m.p-y.tm/care :PPBL,ham
"Dear Customer, +919265673070 is now available to take calls.",ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs500 on 28Jun23 by  (Ref no 317984156996)",ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs60 on 28Jun23 by  (Ref no 317968526842)",ham
Rs.50.00 sent to gpay-11222844058@okbizaxis from PPBL a/c 91XX1369.UPI Ref:317982715876;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.120.00 sent to paytmqr28100505010111spibpjmr7 from PPBL a/c 91XX1369.UPI Ref:317982148963;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
I'll call you back.,ham
I'll call you back later.,ham
Rs.251.00 sent to q009581909@ybl from PPBL a/c 91XX1369.UPI Ref:317572647177;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Hav,ham
Rs.1000.00 received from NEELKUMAR JITEN in PPBL a/c 91XX1369.UPI Ref:353722278426;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Sent Rs.108.69 from your a/c 91XX1369 to a/c XX3108 on 20-06-2023.Ref no: 22098903zGST. Queries? Write to us at http://m.paytm.me/care :PPBL,ham
"Dear Customer, You have a missed call from +919879927853 The last missed call was at 09:46 PM on 19-Jun-2023 Thankyou, Team Jio.",ham
<#> DO NOT SHARE: 4847 is the ACCOUNT PASSWORD for your OlaCabs account. Keep this OTP to yourself for account safety.7qhFc0tKW6j,ham
Your Uber code is 1348. Never share this code. qlRnn4A1sbt,ham
"[#] 452211 is the verification code to log in to your Flipkart account. DO NOT share this code with anyone including Flipkart delivery agents.
Df9YrqIZHWd",ham
Rs.220.00 sent to amazonpayrecharges@apl from PPBL a/c 91XX1369.UPI Ref:353405460799;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Balance for Jio Number 8320921369: 1) Rs 749-90D-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 18 Jun 2023, 12:28 AM.
SMS: 98 out of 100/day
Plan expiry: 07 Sep 2023, 06:53 PM
2) MRP 181 Plan: 
Data: 0 MB out of 30.00 GB.
Plan expiry: 30 Jun 2023, 11:58 PM
3) UL_Data_5GDataPack Plan: 
Data: 0 MB out of 0 MB
Plan expiry: 07 Sep 2023, 06:53 PM
4) Top-Up Balance: Rs.2.47
You have 2 upcoming plans. 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio",ham
"Dear Customer, YONO SBI app successfully enabled for mobile banking. If not done by you please call us on 1800111109. Never share your ID or Password to anyone and never click on any link shared with you.",ham
"Alert: Dear Customer, you have successfully set your MPIN for YONO SBI mobile banking app. If not done by you please call us on 1800111109.",ham
"Dear Customer, OTP for registering YONO SBI mobile banking app is 391365. Do not share it with anyone by any means and to be used by you only.",ham
"Dear Customer, OTP to reset your State Bank Internet Banking Login Password is 841107. Do not share with anyone. -SBI",ham
"Dear Customer, Your Username for login to State Bank Internet Banking is Neel1073. If you have not made this request, please alert your branch. -SBI",ham
"Dear Customer, OTP to know your State Bank Internet Banking Username is 312657. Do not share with anyone. -SBI",ham
"Hi, Join us at TCS for an exclusive webinar session on Emerging Technologies today at 12 PM. Link: https://bit.ly/3p8tqla  Password: Demo@123.",ham
"Hi, Join us at TCS for an exclusive webinar session on Emerging technologies today at 4.30PM. Link: https://bit.ly/3p8tqla  Password: Demo@123.",ham
Rs.50.00 sent to 9727543433@okbizaxis from PPBL a/c 91XX1369.UPI Ref:316899125560;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.1188.00 sent to 9727543433@okbizaxis from PPBL a/c 91XX1369.UPI Ref:316521856179;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
"Dear SBI UPI User, ur A/cX1369 credited by Rs936 on 13Jun23 by  (Ref no 316463345600)",ham
Rs.936.00 received from PATEL JITENDRAK in PPBL a/c 91XX1369.UPI Ref:316463345600;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.34.00 sent to paytmqr2810050501011xiflhlfdgl from PPBL a/c 91XX1369.UPI Ref:316496659939;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
Rs.576.00 sent to 9727543433@okbizaxis from PPBL a/c 91XX1369.UPI Ref:316495981733;Balance:https://m.paytm.me/pbCheckBal; Help:http://m.p-y.tm/care,ham
